Date,Open,High,Low,Close,Adj Close,Volume
2018-05-24,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-05-25,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-05-29,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-05-30,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-05-31,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-06-01,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-06-04,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-06-05,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-06-06,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-06-07,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-06-08,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-06-11,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-06-12,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-06-13,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-06-14,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-06-15,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-06-18,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-06-19,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-06-20,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-06-21,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-06-22,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-06-25,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-06-26,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-06-27,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-06-28,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-06-29,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-07-02,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-07-03,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-07-05,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-07-06,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-07-09,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-07-10,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-07-11,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-07-12,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-07-13,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-07-16,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-07-17,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-07-18,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-07-19,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-07-20,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-07-23,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-07-24,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-07-25,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-07-26,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-07-27,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-07-30,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-07-31,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-08-01,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-08-02,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-08-03,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-08-06,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-08-07,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-08-08,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-08-09,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-08-10,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-08-13,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-08-14,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-08-15,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-08-16,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-08-17,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-08-20,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-08-21,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-08-22,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-08-23,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-08-24,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-08-27,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-08-28,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-08-29,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-08-30,10.520000,10.520000,10.520000,10.520000,10.520000,4000
2018-08-31,10.520000,10.520000,10.520000,10.520000,10.520000,0
2018-09-04,10.520000,10.520000,10.520000,10.520000,10.520000,0
2018-09-05,10.520000,10.520000,10.520000,10.520000,10.520000,0
2018-09-06,10.520000,10.520000,10.520000,10.520000,10.520000,0
2018-09-07,10.520000,10.520000,10.520000,10.520000,10.520000,3000
2018-09-10,10.520000,10.520000,10.520000,10.520000,10.520000,0
2018-09-11,10.520000,10.520000,10.520000,10.520000,10.520000,0
2018-09-12,10.520000,10.520000,10.520000,10.520000,10.520000,0
2018-09-13,10.520000,10.520000,10.520000,10.520000,10.520000,0
2018-09-14,10.520000,10.520000,10.520000,10.520000,10.520000,0
2018-09-17,10.520000,10.520000,10.520000,10.520000,10.520000,0
2018-09-18,10.520000,10.520000,10.520000,10.520000,10.520000,0
2018-09-19,10.520000,10.520000,10.520000,10.520000,10.520000,0
2018-09-20,10.520000,10.520000,10.520000,10.520000,10.520000,0
2018-09-21,10.520000,10.520000,10.520000,10.520000,10.520000,0
2018-09-24,10.520000,10.520000,10.520000,10.520000,10.520000,0
2018-09-25,10.520000,10.520000,10.520000,10.520000,10.520000,0
2018-09-26,10.520000,10.520000,10.520000,10.520000,10.520000,0
2018-09-27,10.520000,10.520000,10.520000,10.520000,10.520000,0
2018-09-28,10.520000,10.520000,10.520000,10.520000,10.520000,0
2018-10-01,10.520000,10.520000,10.520000,10.520000,10.520000,0
2018-10-02,10.520000,10.520000,10.520000,10.520000,10.520000,0
2018-10-03,10.520000,10.520000,10.520000,10.520000,10.520000,0
2018-10-04,10.520000,10.520000,10.520000,10.520000,10.520000,0
2018-10-05,10.520000,10.520000,10.520000,10.520000,10.520000,0
2018-10-08,10.520000,10.520000,10.520000,10.520000,10.520000,0
2018-10-09,10.520000,10.520000,10.520000,10.520000,10.520000,0
2018-10-10,10.500000,10.500000,10.500000,10.500000,10.500000,300
2018-10-11,10.500000,10.500000,10.500000,10.500000,10.500000,0
2018-10-12,10.500000,10.500000,10.500000,10.500000,10.500000,0
2018-10-15,10.500000,10.500000,10.500000,10.500000,10.500000,0
2018-10-16,10.500000,10.500000,10.500000,10.500000,10.500000,0
2018-10-17,10.500000,10.500000,10.500000,10.500000,10.500000,0
2018-10-18,10.500000,10.500000,10.500000,10.500000,10.500000,0
2018-10-19,10.500000,10.500000,10.500000,10.500000,10.500000,0
2018-10-22,10.500000,10.500000,10.500000,10.500000,10.500000,0
2018-10-23,10.500000,10.500000,10.500000,10.500000,10.500000,0
2018-10-24,10.500000,10.500000,10.500000,10.500000,10.500000,0
2018-10-25,10.500000,10.500000,10.500000,10.500000,10.500000,0
2018-10-26,10.500000,10.500000,10.500000,10.500000,10.500000,0
2018-10-29,10.500000,10.500000,10.500000,10.500000,10.500000,0
2018-10-30,10.500000,10.500000,10.500000,10.500000,10.500000,0
2018-10-31,10.500000,10.500000,10.500000,10.500000,10.500000,0
2018-11-01,10.500000,10.500000,10.500000,10.500000,10.500000,0
2018-11-02,10.500000,10.500000,10.500000,10.500000,10.500000,0
2018-11-05,10.500000,10.500000,10.500000,10.500000,10.500000,100
2018-11-06,10.500000,10.500000,10.500000,10.500000,10.500000,100
2018-11-07,10.500000,10.500000,10.500000,10.500000,10.500000,0
2018-11-08,10.500000,10.500000,10.500000,10.500000,10.500000,0
2018-11-09,10.500000,10.500000,10.500000,10.500000,10.500000,0
2018-11-12,10.500000,10.500000,10.500000,10.500000,10.500000,0
2018-11-13,10.500000,10.500000,10.500000,10.500000,10.500000,0
2018-11-14,10.500000,10.500000,10.500000,10.500000,10.500000,0
2018-11-15,10.500000,10.500000,10.500000,10.500000,10.500000,0
2018-11-16,10.500000,10.500000,10.500000,10.500000,10.500000,100
2018-11-19,10.500000,10.500000,10.500000,10.500000,10.500000,0
2018-11-20,10.500000,10.500000,10.500000,10.500000,10.500000,0
2018-11-21,10.500000,10.500000,10.500000,10.500000,10.500000,100
2018-11-23,10.500000,10.500000,10.500000,10.500000,10.500000,0
2018-11-26,10.500000,10.500000,10.500000,10.500000,10.500000,0
2018-11-27,10.500000,10.500000,10.500000,10.500000,10.500000,0
2018-11-28,10.500000,10.500000,10.500000,10.500000,10.500000,100
2018-11-29,10.500000,10.500000,10.500000,10.500000,10.500000,100
2018-11-30,10.500000,10.500000,10.500000,10.500000,10.500000,0
2018-12-03,10.500000,10.500000,10.500000,10.500000,10.500000,0
2018-12-04,10.500000,10.500000,10.500000,10.500000,10.500000,0
2018-12-06,10.500000,10.500000,10.500000,10.500000,10.500000,0
2018-12-07,10.500000,10.500000,10.500000,10.500000,10.500000,0
2018-12-10,10.500000,10.500000,10.500000,10.500000,10.500000,0
2018-12-11,10.500000,10.500000,10.500000,10.500000,10.500000,0
2018-12-12,10.500000,10.500000,10.500000,10.500000,10.500000,0
2018-12-13,10.500000,10.500000,10.500000,10.500000,10.500000,0
2018-12-14,10.500000,10.500000,10.500000,10.500000,10.500000,100
2018-12-17,10.500000,10.500000,10.500000,10.500000,10.500000,0
2018-12-18,10.500000,10.500000,10.500000,10.500000,10.500000,100
2018-12-19,10.500000,10.500000,10.500000,10.500000,10.500000,100
2018-12-20,10.500000,10.500000,10.500000,10.500000,10.500000,0
2018-12-21,10.500000,10.500000,10.500000,10.500000,10.500000,0
2018-12-24,10.500000,10.500000,10.500000,10.500000,10.500000,0
2018-12-26,10.500000,10.500000,10.500000,10.500000,10.500000,0
2018-12-27,10.500000,10.500000,10.500000,10.500000,10.500000,0
2018-12-28,10.500000,10.500000,10.500000,10.500000,10.500000,0
